num_participants,ALAND,region,individuals_income_below_185_percent_poverty_level,total_snap_recipient_households_white,total_snap_recipient_households_black_or_african_american,total_snap_recipient_households_american_indian_and_alaska_native,total_snap_recipient_households_asian,total_snap_recipient_households_native_hawaiian_and_other_pacific_islander,total_snap_recipient_households_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households
22,763337,Northeast,1286,48,6,0,35,0,115,62,272
23,763337,Northeast,1286,48,6,0,35,0,115,62,272
25,763337,Northeast,1286,48,6,0,35,0,115,62,272
25,763337,Northeast,1286,48,6,0,35,0,115,62,272
25,763337,Northeast,1286,48,6,0,35,0,115,62,272
25,763337,Northeast,1286,48,6,0,35,0,115,62,272
25,763337,Northeast,1286,48,6,0,35,0,115,62,272
24,763337,Northeast,1286,48,6,0,35,0,115,62,272
25,763337,Northeast,1286,48,6,0,35,0,115,62,272
25,763337,Northeast,1286,48,6,0,35,0,115,62,272
23,763337,Northeast,1286,48,6,0,35,0,115,62,272
21,763337,Northeast,1286,48,6,0,35,0,115,62,272
23,763337,Northeast,1286,48,6,0,35,0,115,62,272
23,763337,Northeast,1286,48,6,0,35,0,115,62,272
23,763337,Northeast,1286,48,6,0,35,0,115,62,272
22,763337,Northeast,1286,48,6,0,35,0,115,62,272
21,763337,Northeast,1286,48,6,0,35,0,115,62,272
22,763337,Northeast,1286,48,6,0,35,0,115,62,272
3,1853363,Northeast,1775,143,62,0,23,0,27,225,170
3,1853363,Northeast,1775,143,62,0,23,0,27,225,170
4,1853363,Northeast,1775,143,62,0,23,0,27,225,170
3,1853363,Northeast,1775,143,62,0,23,0,27,225,170
3,1853363,Northeast,1775,143,62,0,23,0,27,225,170
3,1853363,Northeast,1775,143,62,0,23,0,27,225,170
8,1853363,Northeast,1775,143,62,0,23,0,27,225,170
3,1853363,Northeast,1775,143,62,0,23,0,27,225,170
25,188473045,South,631,89,0,0,0,0,0,89,0
25,188473045,South,631,89,0,0,0,0,0,89,0
25,188473045,South,631,89,0,0,0,0,0,89,0
25,188473045,South,631,89,0,0,0,0,0,89,0
25,188473045,South,631,89,0,0,0,0,0,89,0
25,188473045,South,631,89,0,0,0,0,0,89,0
17,188473045,South,631,89,0,0,0,0,0,89,0
17,188473045,South,631,89,0,0,0,0,0,89,0
17,188473045,South,631,89,0,0,0,0,0,89,0
18,188473045,South,631,89,0,0,0,0,0,89,0
18,188473045,South,631,89,0,0,0,0,0,89,0
18,188473045,South,631,89,0,0,0,0,0,89,0
15,188473045,South,631,89,0,0,0,0,0,89,0
15,188473045,South,631,89,0,0,0,0,0,89,0
15,188473045,South,631,89,0,0,0,0,0,89,0
20,188473045,South,631,89,0,0,0,0,0,89,0
20,188473045,South,631,89,0,0,0,0,0,89,0
20,188473045,South,631,89,0,0,0,0,0,89,0
6,332782,Northeast,1514,79,15,0,0,0,218,15,272
19,8375949,Northwest,1663,428,35,0,0,0,30,447,0
18,8375949,Northwest,1663,428,35,0,0,0,30,447,0
19,8375949,Northwest,1663,428,35,0,0,0,30,447,0
19,8375949,Northwest,1663,428,35,0,0,0,30,447,0
18,8375949,Northwest,1663,428,35,0,0,0,30,447,0
18,8375949,Northwest,1663,428,35,0,0,0,30,447,0
18,8375949,Northwest,1663,428,35,0,0,0,30,447,0
20,8375949,Northwest,1663,428,35,0,0,0,30,447,0
20,8375949,Northwest,1663,428,35,0,0,0,30,447,0
20,8375949,Northwest,1663,428,35,0,0,0,30,447,0
19,8375949,Northwest,1663,428,35,0,0,0,30,447,0
19,8375949,Northwest,1663,428,35,0,0,0,30,447,0
19,8375949,Northwest,1663,428,35,0,0,0,30,447,0
18,8375949,Northwest,1663,428,35,0,0,0,30,447,0
18,23888887,South,1099,194,7,0,10,0,0,211,0
15,93870050,West,1246,280,0,0,0,0,20,280,0
15,93870050,West,1246,280,0,0,0,0,20,280,0
15,93870050,West,1246,280,0,0,0,0,20,280,0
15,93870050,West,1246,280,0,0,0,0,20,280,0
16,93870050,West,1246,280,0,0,0,0,20,280,0
16,93870050,West,1246,280,0,0,0,0,20,280,0
13,93870050,West,1246,280,0,0,0,0,20,280,0
13,93870050,West,1246,280,0,0,0,0,20,280,0
15,93870050,West,1246,280,0,0,0,0,20,280,0
14,93870050,West,1246,280,0,0,0,0,20,280,0
15,93870050,West,1246,280,0,0,0,0,20,280,0
15,93870050,West,1246,280,0,0,0,0,20,280,0
18,93870050,West,1246,280,0,0,0,0,20,280,0
17,93870050,West,1246,280,0,0,0,0,20,280,0
18,93870050,West,1246,280,0,0,0,0,20,280,0
18,93870050,West,1246,280,0,0,0,0,20,280,0
16,93870050,West,1246,280,0,0,0,0,20,280,0
16,93870050,West,1246,280,0,0,0,0,20,280,0
16,93870050,West,1246,280,0,0,0,0,20,280,0
16,93870050,West,1246,280,0,0,0,0,20,280,0
25,93870050,West,1246,280,0,0,0,0,20,280,0
24,93870050,West,1246,280,0,0,0,0,20,280,0
25,93870050,West,1246,280,0,0,0,0,20,280,0
25,93870050,West,1246,280,0,0,0,0,20,280,0
14,93870050,West,1246,280,0,0,0,0,20,280,0
14,93870050,West,1246,280,0,0,0,0,20,280,0
14,93870050,West,1246,280,0,0,0,0,20,280,0
14,93870050,West,1246,280,0,0,0,0,20,280,0
9,1388690,Northeast,2073,159,10,0,29,0,197,91,383
14,1388690,Northeast,2073,159,10,0,29,0,197,91,383
3,1388690,Northeast,2073,159,10,0,29,0,197,91,383
11,1388690,Northeast,2073,159,10,0,29,0,197,91,383
5,12054019,South,450,35,12,0,0,0,0,47,9
5,12054019,South,450,35,12,0,0,0,0,47,9
5,12054019,South,450,35,12,0,0,0,0,47,9
5,12054019,South,450,35,12,0,0,0,0,47,9
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
20,149737627,East,1221,189,0,20,0,0,71,148,75
25,3230026,South,1179,133,119,0,0,0,0,252,0
15,659762,Northeast,2924,151,0,0,0,0,252,27,403
2,3216988,Northwest,1357,68,111,0,15,0,25,194,25
4,377903167,Northwest,1192,250,0,0,0,0,8,247,3
5,377903167,Northwest,1192,250,0,0,0,0,8,247,3
3,377903167,Northwest,1192,250,0,0,0,0,8,247,3
7,377903167,Northwest,1192,250,0,0,0,0,8,247,3
7,377903167,Northwest,1192,250,0,0,0,0,8,247,3
7,377903167,Northwest,1192,250,0,0,0,0,8,247,3
4,384434879,South,938,185,0,1,0,0,0,186,0
2,1179923,East,1896,13,8,0,0,0,0,21,0
2,1179923,East,1896,13,8,0,0,0,0,21,0
2,1179923,East,1896,13,8,0,0,0,0,21,0
3,1179923,East,1896,13,8,0,0,0,0,21,0
3,1179923,East,1896,13,8,0,0,0,0,21,0
3,1179923,East,1896,13,8,0,0,0,0,21,0
3,1179923,East,1896,13,8,0,0,0,0,21,0
10,1485683,Northwest,909,42,60,0,0,0,44,92,68
8,1485683,Northwest,909,42,60,0,0,0,44,92,68
9,1485683,Northwest,909,42,60,0,0,0,44,92,68
9,1485683,Northwest,909,42,60,0,0,0,44,92,68
8,1485683,Northwest,909,42,60,0,0,0,44,92,68
7,1485683,Northwest,909,42,60,0,0,0,44,92,68
7,1485683,Northwest,909,42,60,0,0,0,44,92,68
6,1485683,Northwest,909,42,60,0,0,0,44,92,68
9,1485683,Northwest,909,42,60,0,0,0,44,92,68
4,1485683,Northwest,909,42,60,0,0,0,44,92,68
4,1485683,Northwest,909,42,60,0,0,0,44,92,68
6,1485683,Northwest,909,42,60,0,0,0,44,92,68
5,1485683,Northwest,909,42,60,0,0,0,44,92,68
7,1485683,Northwest,909,42,60,0,0,0,44,92,68
25,2376370,Northwest,950,214,140,0,0,0,21,333,55
25,2376370,Northwest,950,214,140,0,0,0,21,333,55
25,2376370,Northwest,950,214,140,0,0,0,21,333,55
25,2376370,Northwest,950,214,140,0,0,0,21,333,55
25,2376370,Northwest,950,214,140,0,0,0,21,333,55
15,2376370,Northwest,950,214,140,0,0,0,21,333,55
15,2376370,Northwest,950,214,140,0,0,0,21,333,55
15,2376370,Northwest,950,214,140,0,0,0,21,333,55
15,2376370,Northwest,950,214,140,0,0,0,21,333,55
15,2376370,Northwest,950,214,140,0,0,0,21,333,55
16,2376370,Northwest,950,214,140,0,0,0,21,333,55
16,2376370,Northwest,950,214,140,0,0,0,21,333,55
16,2376370,Northwest,950,214,140,0,0,0,21,333,55
16,2376370,Northwest,950,214,140,0,0,0,21,333,55
16,2376370,Northwest,950,214,140,0,0,0,21,333,55
8,675743,Northeast,1737,0,528,0,0,0,18,510,0
2,33275369,East,1405,455,0,0,0,0,0,455,14
23,368397175,West,635,121,0,0,0,0,0,121,20
23,368397175,West,635,121,0,0,0,0,0,121,20
23,368397175,West,635,121,0,0,0,0,0,121,20
23,368397175,West,635,121,0,0,0,0,0,121,20
23,368397175,West,635,121,0,0,0,0,0,121,20
20,368397175,West,635,121,0,0,0,0,0,121,20
20,368397175,West,635,121,0,0,0,0,0,121,20
16,368397175,West,635,121,0,0,0,0,0,121,20
18,368397175,West,635,121,0,0,0,0,0,121,20
19,368397175,West,635,121,0,0,0,0,0,121,20
17,368397175,West,635,121,0,0,0,0,0,121,20
17,368397175,West,635,121,0,0,0,0,0,121,20
18,368397175,West,635,121,0,0,0,0,0,121,20
18,368397175,West,635,121,0,0,0,0,0,121,20
18,368397175,West,635,121,0,0,0,0,0,121,20
5,312181887,South,1176,270,7,0,0,0,0,281,0
13,1254618,East,1397,10,248,0,0,0,0,258,56
16,11868262,West,1102,223,0,0,0,0,16,207,0
16,11868262,West,1102,223,0,0,0,0,16,207,0
16,11868262,West,1102,223,0,0,0,0,16,207,0
16,11868262,West,1102,223,0,0,0,0,16,207,0
19,11868262,West,1102,223,0,0,0,0,16,207,0
19,11868262,West,1102,223,0,0,0,0,16,207,0
19,11868262,West,1102,223,0,0,0,0,16,207,0
19,11868262,West,1102,223,0,0,0,0,16,207,0
17,11868262,West,1102,223,0,0,0,0,16,207,0
17,11868262,West,1102,223,0,0,0,0,16,207,0
17,11868262,West,1102,223,0,0,0,0,16,207,0
17,11868262,West,1102,223,0,0,0,0,16,207,0
18,11868262,West,1102,223,0,0,0,0,16,207,0
18,11868262,West,1102,223,0,0,0,0,16,207,0
18,11868262,West,1102,223,0,0,0,0,16,207,0
18,11868262,West,1102,223,0,0,0,0,16,207,0
17,11868262,West,1102,223,0,0,0,0,16,207,0
17,11868262,West,1102,223,0,0,0,0,16,207,0
17,11868262,West,1102,223,0,0,0,0,16,207,0
17,11868262,West,1102,223,0,0,0,0,16,207,0
10,131190724,South,753,126,0,0,0,0,0,126,2
22,2060937,East,492,77,12,14,0,0,0,110,0
18,2060937,East,492,77,12,14,0,0,0,110,0
21,2060937,East,492,77,12,14,0,0,0,110,0
5,33787721,Northwest,1147,173,0,0,0,0,0,197,0
5,2996005,Northwest,601,81,10,0,0,0,0,91,11
5,2996005,Northwest,601,81,10,0,0,0,0,91,11
23,2060937,East,492,77,12,14,0,0,0,110,0
16,2060937,East,492,77,12,14,0,0,0,110,0
23,2060937,East,492,77,12,14,0,0,0,110,0
14,657991,Northeast,814,0,210,0,0,0,6,204,3
14,657991,Northeast,814,0,210,0,0,0,6,204,3
14,657991,Northeast,814,0,210,0,0,0,6,204,3
14,657991,Northeast,814,0,210,0,0,0,6,204,3
14,657991,Northeast,814,0,210,0,0,0,6,204,3
14,657991,Northeast,814,0,210,0,0,0,6,204,3
14,657991,Northeast,814,0,210,0,0,0,6,204,3
22,2060937,East,492,77,12,14,0,0,0,110,0
20,2060937,East,492,77,12,14,0,0,0,110,0
22,2060937,East,492,77,12,14,0,0,0,110,0
20,745157,Northeast,1078,0,193,0,0,0,0,193,0
20,745157,Northeast,1078,0,193,0,0,0,0,193,0
20,745157,Northeast,1078,0,193,0,0,0,0,193,0
20,745157,Northeast,1078,0,193,0,0,0,0,193,0
20,745157,Northeast,1078,0,193,0,0,0,0,193,0
20,745157,Northeast,1078,0,193,0,0,0,0,193,0
19,745157,Northeast,1078,0,193,0,0,0,0,193,0
19,745157,Northeast,1078,0,193,0,0,0,0,193,0
19,745157,Northeast,1078,0,193,0,0,0,0,193,0
19,745157,Northeast,1078,0,193,0,0,0,0,193,0
19,745157,Northeast,1078,0,193,0,0,0,0,193,0
19,745157,Northeast,1078,0,193,0,0,0,0,193,0
21,2060937,East,492,77,12,14,0,0,0,110,0
17,2060937,East,492,77,12,14,0,0,0,110,0
19,2060937,East,492,77,12,14,0,0,0,110,0
20,32819994,South,822,156,0,0,0,0,0,156,0
20,32819994,South,822,156,0,0,0,0,0,156,0
19,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
7,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
20,32819994,South,822,156,0,0,0,0,0,156,0
20,32819994,South,822,156,0,0,0,0,0,156,0
18,32819994,South,822,156,0,0,0,0,0,156,0
18,32819994,South,822,156,0,0,0,0,0,156,0
8,32819994,South,822,156,0,0,0,0,0,156,0
9,32819994,South,822,156,0,0,0,0,0,156,0
12,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
16,519497665,South,838,184,0,0,0,0,0,184,7
17,519497665,South,838,184,0,0,0,0,0,184,7
12,519497665,South,838,184,0,0,0,0,0,184,7
15,519497665,South,838,184,0,0,0,0,0,184,7
15,519497665,South,838,184,0,0,0,0,0,184,7
15,519497665,South,838,184,0,0,0,0,0,184,7
14,519497665,South,838,184,0,0,0,0,0,184,7
13,519497665,South,838,184,0,0,0,0,0,184,7
14,519497665,South,838,184,0,0,0,0,0,184,7
15,519497665,South,838,184,0,0,0,0,0,184,7
12,519497665,South,838,184,0,0,0,0,0,184,7
14,519497665,South,838,184,0,0,0,0,0,184,7
19,519497665,South,838,184,0,0,0,0,0,184,7
17,519497665,South,838,184,0,0,0,0,0,184,7
16,519497665,South,838,184,0,0,0,0,0,184,7
14,519497665,South,838,184,0,0,0,0,0,184,7
4,2574579,East,1474,118,108,0,0,0,34,235,98
4,2574579,East,1474,118,108,0,0,0,34,235,98
4,2574579,East,1474,118,108,0,0,0,34,235,98
4,2574579,East,1474,118,108,0,0,0,34,235,98
3,2574579,East,1474,118,108,0,0,0,34,235,98
9,11205591,East,858,4,6,0,11,0,8,18,214
9,11205591,East,858,4,6,0,11,0,8,18,214
9,11205591,East,858,4,6,0,11,0,8,18,214
9,11205591,East,858,4,6,0,11,0,8,18,214
6,22305193,South,771,227,0,0,0,0,0,227,0
7,1103673,Northwest,1672,216,191,0,59,0,57,439,79
5,1103673,Northwest,1672,216,191,0,59,0,57,439,79
12,1485683,Northwest,909,42,60,0,0,0,44,92,68
13,1485683,Northwest,909,42,60,0,0,0,44,92,68
12,1485683,Northwest,909,42,60,0,0,0,44,92,68
12,1485683,Northwest,909,42,60,0,0,0,44,92,68
14,1485683,Northwest,909,42,60,0,0,0,44,92,68
13,1485683,Northwest,909,42,60,0,0,0,44,92,68
14,1485683,Northwest,909,42,60,0,0,0,44,92,68
13,1485683,Northwest,909,42,60,0,0,0,44,92,68
16,1485683,Northwest,909,42,60,0,0,0,44,92,68
13,1485683,Northwest,909,42,60,0,0,0,44,92,68
11,1485683,Northwest,909,42,60,0,0,0,44,92,68
14,1485683,Northwest,909,42,60,0,0,0,44,92,68
3,816273,Northeast,2229,0,722,28,0,0,0,750,48
3,816273,Northeast,2229,0,722,28,0,0,0,750,48
11,653926,Northeast,755,14,153,0,0,0,14,153,0
18,10378500,South,1043,218,32,0,0,0,0,250,0
18,10378500,South,1043,218,32,0,0,0,0,250,0
5,650846,Northeast,1035,0,191,0,22,0,0,213,170
6,4044370,South,962,182,0,45,0,0,0,251,21
5,10116067,South,391,34,71,8,0,0,6,107,0
5,2670008,Northeast,3480,304,246,15,140,0,82,662,356
5,2670008,Northeast,3480,304,246,15,140,0,82,662,356
5,2670008,Northeast,3480,304,246,15,140,0,82,662,356
5,2670008,Northeast,3480,304,246,15,140,0,82,662,356
7,2670008,Northeast,3480,304,246,15,140,0,82,662,356
5,2670008,Northeast,3480,304,246,15,140,0,82,662,356
5,2670008,Northeast,3480,304,246,15,140,0,82,662,356
8,10116067,South,391,34,71,8,0,0,6,107,0
18,8778958,East,1894,278,138,0,0,0,0,435,18
19,8778958,East,1894,278,138,0,0,0,0,435,18
19,8778958,East,1894,278,138,0,0,0,0,435,18
12,55404136,South,1470,374,0,0,0,0,41,359,0
12,55404136,South,1470,374,0,0,0,0,41,359,0
12,55404136,South,1470,374,0,0,0,0,41,359,0
12,55404136,South,1470,374,0,0,0,0,41,359,0
19,55404136,South,1470,374,0,0,0,0,41,359,0
19,55404136,South,1470,374,0,0,0,0,41,359,0
19,55404136,South,1470,374,0,0,0,0,41,359,0
19,55404136,South,1470,374,0,0,0,0,41,359,0
10,55404136,South,1470,374,0,0,0,0,41,359,0
10,55404136,South,1470,374,0,0,0,0,41,359,0
10,55404136,South,1470,374,0,0,0,0,41,359,0
10,55404136,South,1470,374,0,0,0,0,41,359,0
20,141046093,South,912,136,0,0,0,0,0,136,0
20,141046093,South,912,136,0,0,0,0,0,136,0
20,141046093,South,912,136,0,0,0,0,0,136,0
20,141046093,South,912,136,0,0,0,0,0,136,0
20,141046093,South,912,136,0,0,0,0,0,136,0
19,141046093,South,912,136,0,0,0,0,0,136,0
19,141046093,South,912,136,0,0,0,0,0,136,0
19,141046093,South,912,136,0,0,0,0,0,136,0
19,141046093,South,912,136,0,0,0,0,0,136,0
19,141046093,South,912,136,0,0,0,0,0,136,0
17,355403269,South,921,208,0,0,0,0,0,208,1
17,355403269,South,921,208,0,0,0,0,0,208,1
17,355403269,South,921,208,0,0,0,0,0,208,1
17,355403269,South,921,208,0,0,0,0,0,208,1
27,355403269,South,921,208,0,0,0,0,0,208,1
27,355403269,South,921,208,0,0,0,0,0,208,1
27,355403269,South,921,208,0,0,0,0,0,208,1
27,355403269,South,921,208,0,0,0,0,0,208,1
24,355403269,South,921,208,0,0,0,0,0,208,1
24,355403269,South,921,208,0,0,0,0,0,208,1
24,355403269,South,921,208,0,0,0,0,0,208,1
24,355403269,South,921,208,0,0,0,0,0,208,1
21,1448697,Northeast,2018,149,0,0,0,0,241,110,117
24,1448697,Northeast,2018,149,0,0,0,0,241,110,117
19,1448697,Northeast,2018,149,0,0,0,0,241,110,117
13,1448697,Northeast,2018,149,0,0,0,0,241,110,117
13,1448697,Northeast,2018,149,0,0,0,0,241,110,117
10,1448697,Northeast,2018,149,0,0,0,0,241,110,117
10,1448697,Northeast,2018,149,0,0,0,0,241,110,117
10,1448697,Northeast,2018,149,0,0,0,0,241,110,117
10,1448697,Northeast,2018,149,0,0,0,0,241,110,117
10,1448697,Northeast,2018,149,0,0,0,0,241,110,117
14,250948904,South,663,76,13,0,0,0,0,89,0
14,250948904,South,663,76,13,0,0,0,0,89,0
14,250948904,South,663,76,13,0,0,0,0,89,0
14,250948904,South,663,76,13,0,0,0,0,89,0
14,250948904,South,663,76,13,0,0,0,0,89,0
14,250948904,South,663,76,13,0,0,0,0,89,0
17,250948904,South,663,76,13,0,0,0,0,89,0
17,250948904,South,663,76,13,0,0,0,0,89,0
17,250948904,South,663,76,13,0,0,0,0,89,0
17,250948904,South,663,76,13,0,0,0,0,89,0
17,250948904,South,663,76,13,0,0,0,0,89,0
17,250948904,South,663,76,13,0,0,0,0,89,0
24,42753623,West,694,78,0,0,0,0,12,67,13
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
12,250948904,South,663,76,13,0,0,0,0,89,0
16,250948904,South,663,76,13,0,0,0,0,89,0
16,250948904,South,663,76,13,0,0,0,0,89,0
16,250948904,South,663,76,13,0,0,0,0,89,0
16,250948904,South,663,76,13,0,0,0,0,89,0
16,250948904,South,663,76,13,0,0,0,0,89,0
16,250948904,South,663,76,13,0,0,0,0,89,0
4,33275369,East,1405,455,0,0,0,0,0,455,14
8,998832,Northeast,2178,0,658,0,0,0,0,658,0
22,415735,Northeast,349,0,87,0,0,0,0,87,0
20,1726894,Northeast,1075,81,59,0,8,0,71,77,60
16,9866160,Northeast,1126,227,29,0,0,0,178,141,88
13,9866160,Northeast,1126,227,29,0,0,0,178,141,88
16,9866160,Northeast,1126,227,29,0,0,0,178,141,88
16,9866160,Northeast,1126,227,29,0,0,0,178,141,88
16,9866160,Northeast,1126,227,29,0,0,0,178,141,88
16,9866160,Northeast,1126,227,29,0,0,0,178,141,88
13,32819994,South,822,156,0,0,0,0,0,156,0
14,32819994,South,822,156,0,0,0,0,0,156,0
13,32819994,South,822,156,0,0,0,0,0,156,0
13,32819994,South,822,156,0,0,0,0,0,156,0
14,32819994,South,822,156,0,0,0,0,0,156,0
13,32819994,South,822,156,0,0,0,0,0,156,0
13,32819994,South,822,156,0,0,0,0,0,156,0
15,32819994,South,822,156,0,0,0,0,0,156,0
14,32819994,South,822,156,0,0,0,0,0,156,0
14,32819994,South,822,156,0,0,0,0,0,156,0
15,32819994,South,822,156,0,0,0,0,0,156,0
15,32819994,South,822,156,0,0,0,0,0,156,0
15,32819994,South,822,156,0,0,0,0,0,156,0
12,18390108,Northwest,1209,284,0,0,0,0,0,288,0
14,18390108,Northwest,1209,284,0,0,0,0,0,288,0
14,18390108,Northwest,1209,284,0,0,0,0,0,288,0
11,18390108,Northwest,1209,284,0,0,0,0,0,288,0
15,18390108,Northwest,1209,284,0,0,0,0,0,288,0
14,18390108,Northwest,1209,284,0,0,0,0,0,288,0
13,18390108,Northwest,1209,284,0,0,0,0,0,288,0
16,18390108,Northwest,1209,284,0,0,0,0,0,288,0
16,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
12,18390108,Northwest,1209,284,0,0,0,0,0,288,0
15,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,18390108,Northwest,1209,284,0,0,0,0,0,288,0
17,18390108,Northwest,1209,284,0,0,0,0,0,288,0
19,18390108,Northwest,1209,284,0,0,0,0,0,288,0
15,32819994,South,822,156,0,0,0,0,0,156,0
14,32819994,South,822,156,0,0,0,0,0,156,0
15,32819994,South,822,156,0,0,0,0,0,156,0
15,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
12,32819994,South,822,156,0,0,0,0,0,156,0
14,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
15,32819994,South,822,156,0,0,0,0,0,156,0
20,32819994,South,822,156,0,0,0,0,0,156,0
20,32819994,South,822,156,0,0,0,0,0,156,0
19,32819994,South,822,156,0,0,0,0,0,156,0
16,32819994,South,822,156,0,0,0,0,0,156,0
18,32819994,South,822,156,0,0,0,0,0,156,0
3,3545867,Northwest,1061,116,13,0,0,0,4,129,140
4,7938888,Northwest,2208,427,151,0,0,0,80,498,60
13,505421580,South,653,134,0,0,0,0,25,109,13
13,7938888,Northwest,2208,427,151,0,0,0,80,498,60
13,7938888,Northwest,2208,427,151,0,0,0,80,498,60
13,7938888,Northwest,2208,427,151,0,0,0,80,498,60
15,7938888,Northwest,2208,427,151,0,0,0,80,498,60
15,7938888,Northwest,2208,427,151,0,0,0,80,498,60
15,7938888,Northwest,2208,427,151,0,0,0,80,498,60
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
17,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
17,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
16,1374876,Northwest,2344,345,449,0,15,0,169,688,88
18,1374876,Northwest,2344,345,449,0,15,0,169,688,88
11,32819994,South,822,156,0,0,0,0,0,156,0
7,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
15,32819994,South,822,156,0,0,0,0,0,156,0
20,32819994,South,822,156,0,0,0,0,0,156,0
20,32819994,South,822,156,0,0,0,0,0,156,0
18,32819994,South,822,156,0,0,0,0,0,156,0
18,32819994,South,822,156,0,0,0,0,0,156,0
20,32819994,South,822,156,0,0,0,0,0,156,0
8,32819994,South,822,156,0,0,0,0,0,156,0
9,32819994,South,822,156,0,0,0,0,0,156,0
12,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
11,32819994,South,822,156,0,0,0,0,0,156,0
18,27199519,South,986,204,0,0,0,0,0,210,44
18,27199519,South,986,204,0,0,0,0,0,210,44
14,27199519,South,986,204,0,0,0,0,0,210,44
18,27199519,South,986,204,0,0,0,0,0,210,44
13,27199519,South,986,204,0,0,0,0,0,210,44
10,27199519,South,986,204,0,0,0,0,0,210,44
13,27199519,South,986,204,0,0,0,0,0,210,44
13,27199519,South,986,204,0,0,0,0,0,210,44
13,27199519,South,986,204,0,0,0,0,0,210,44
12,27199519,South,986,204,0,0,0,0,0,210,44
19,27199519,South,986,204,0,0,0,0,0,210,44
13,27199519,South,986,204,0,0,0,0,0,210,44
18,27199519,South,986,204,0,0,0,0,0,210,44
9,27199519,South,986,204,0,0,0,0,0,210,44
